,rn_numbers,top_labels
314,RG-50.030.0381,"[('camp', 13.3), ('food', 10.5), ('family', 10.2)]"
315,RG-50.030.0384,"[('camp', 15.4), ('family', 9.8), ('government', 9.4)]"
316,RG-50.030.0386,"[('camp', 19.0), ('family', 7.2), ('government', 6.9)]"
317,RG-50.030.0387,"[('camp', 12.7), ('food', 9.9), ('family', 8.6)]"
318,RG-50.030.0388,"[('camp', 13.1), ('family', 8.4), ('war', 7.9)]"
319,RG-50.030.0389,"[('family', 14.8), ('camp', 14.5), ('food', 10.6)]"
320,RG-50.030.0390,"[('camp', 14.6), ('family', 10.1), ('food', 9.8)]"
321,RG-50.030.0392,"[('camp', 15.2), ('food', 12.3), ('family', 9.3)]"
322,RG-50.030.0393,"[('camp', 14.8), ('family', 14.6), ('government', 8.3)]"
323,RG-50.030.0394,"[('family', 12.9), ('camp', 12.5), ('food', 11.9)]"
324,RG-50.030.0395,"[('family', 11.4), ('camp', 9.6), ('government', 7.2)]"
325,RG-50.030.0396,"[('food', 12.9), ('camp', 11.1), ('family', 11.0)]"
326,RG-50.030.0397,"[('camp', 14.0), ('family', 11.4), ('food', 7.5)]"
327,RG-50.030.0398,"[('camp', 13.2), ('food', 11.7), ('family', 9.6)]"
328,RG-50.030.0399,"[('camp', 13.9), ('food', 11.1), ('family', 10.5)]"
329,RG-50.030.0400,"[('camp', 13.3), ('food', 9.8), ('family', 9.1)]"
330,RG-50.030.0401,"[('camp', 14.3), ('family', 11.9), ('ghetto', 11.0)]"
331,RG-50.030.0402,"[('family', 12.2), ('camp', 11.0), ('food', 10.5)]"
332,RG-50.030.0403,"[('camp', 12.1), ('government', 10.4), ('family', 9.7)]"
333,RG-50.030.0404,"[('camp', 18.4), ('family', 13.2), ('food', 9.2)]"
334,RG-50.030.0405,"[('camp', 13.6), ('family', 12.8), ('food', 12.7)]"
335,RG-50.030.0406,"[('camp', 20.0), ('family', 9.5), ('food', 8.1)]"
336,RG-50.030.0407,"[('camp', 16.5), ('government', 12.7), ('Nazi', 9.8)]"
337,RG-50.030.0408,"[('camp', 12.4), ('government', 10.8), ('family', 7.7)]"
338,RG-50.030.0409,"[('government', 17.0), ('camp', 15.8), ('Nazi', 8.2)]"
339,RG-50.030.0410,"[('camp', 13.9), ('family', 12.7), ('fear', 10.5)]"
340,RG-50.030.0411,"[('camp', 14.7), ('food', 13.7), ('family', 11.4)]"
341,RG-50.030.0412,"[('camp', 27.5), ('ghetto', 10.5), ('food', 9.6)]"
342,RG-50.030.0413,"[('camp', 22.7), ('ghetto', 9.2), ('family', 9.1)]"
343,RG-50.030.0414,"[('food', 12.7), ('camp', 12.4), ('family', 12.1)]"
344,RG-50.030.0415,"[('camp', 21.1), ('family', 10.9), ('fear', 8.6)]"
345,RG-50.030.0416,"[('camp', 24.9), ('food', 9.9), ('family', 9.0)]"
346,RG-50.030.0417,"[('camp', 15.6), ('food', 13.1), ('family', 9.8)]"
347,RG-50.030.0418,"[('camp', 20.0), ('food', 10.8), ('family', 8.7)]"
348,RG-50.030.0419,"[('camp', 25.7), ('food', 11.3), ('family', 9.0)]"
349,RG-50.030.0420,"[('camp', 11.1), ('government', 10.4), ('family', 8.6)]"
350,RG-50.030.0421,"[('family', 11.6), ('school', 10.8), ('camp', 7.4)]"
351,RG-50.030.0422,"[('camp', 13.1), ('family', 11.0), ('school', 6.6)]"
352,RG-50.030.0423,"[('camp', 13.0), ('family', 11.2), ('school', 10.9)]"
353,RG-50.030.0425,"[('camp', 14.4), ('family', 11.4), ('government', 10.5)]"
354,RG-50.030.0426,"[('camp', 14.6), ('family', 11.3), ('fear', 8.4)]"
355,RG-50.030.0427,"[('camp', 11.5), ('family', 11.3), ('food', 8.5)]"
356,RG-50.030.0428,"[('family', 13.9), ('camp', 11.0), ('war', 9.0)]"
357,RG-50.030.0429,"[('family', 16.0), ('food', 11.1), ('camp', 10.4)]"
358,RG-50.030.0430,"[('camp', 19.5), ('food', 12.8), ('family', 9.9)]"
359,RG-50.030.0431,"[('government', 14.4), ('family', 13.6), ('camp', 10.5)]"
360,RG-50.030.0433,"[('camp', 23.3), ('government', 12.2), ('family', 9.9)]"
361,RG-50.030.0435,"[('family', 12.4), ('camp', 8.8), ('food', 7.4)]"
362,RG-50.030.0436,"[('camp', 17.5), ('family', 12.1), ('ghetto', 7.3)]"
363,RG-50.030.0439,"[('camp', 25.9), ('government', 16.2), ('family', 11.8)]"
364,RG-50.030.0440,"[('camp', 21.0), ('family', 9.7), ('government', 9.2)]"
365,RG-50.030.0441,"[('government', 17.6), ('camp', 13.8), ('food', 9.3)]"
366,RG-50.030.0442,"[('camp', 23.0), ('fear', 14.0), ('family', 13.8)]"
367,RG-50.030.0443,"[('government', 28.0), ('camp', 10.3), ('family', 5.9)]"
368,RG-50.030.0444,"[('camp', 22.0), ('family', 12.5), ('food', 9.0)]"
369,RG-50.030.0445,"[('government', 17.2), ('family', 16.9), ('camp', 11.8)]"
370,RG-50.030.0446,"[('camp', 24.7), ('government', 14.4), ('russian', 8.3)]"
371,RG-50.030.0447,"[('camp', 13.1), ('food', 10.4), ('family', 10.2)]"
372,RG-50.030.0448,"[('family', 12.7), ('food', 9.9), ('camp', 8.4)]"
373,RG-50.030.0449,"[('government', 20.2), ('camp', 11.9), ('school', 10.0)]"
374,RG-50.030.0450,"[('government', 11.1), ('family', 9.4), ('camp', 8.5)]"
375,RG-50.030.0451,"[('camp', 10.2), ('family', 10.0), ('government', 8.7)]"
376,RG-50.030.0452,"[('camp', 14.4), ('food', 11.0), ('family', 9.2)]"
377,RG-50.030.0453,"[('camp', 14.3), ('food', 11.9), ('family', 9.6)]"
378,RG-50.030.0455,"[('camp', 24.4), ('family', 9.7), ('food', 7.7)]"
379,RG-50.030.0457,"[('family', 15.3), ('camp', 13.3), ('fear', 9.5)]"
380,RG-50.030.0458,"[('camp', 13.2), ('family', 9.3), ('Nazi', 8.0)]"
381,RG-50.030.0459,"[('camp', 19.0), ('family', 11.7), ('food', 10.6)]"
382,RG-50.030.0460,"[('camp', 15.1), ('family', 10.7), ('food', 7.7)]"
383,RG-50.030.0461,"[('camp', 15.0), ('family', 10.2), ('food', 10.0)]"
384,RG-50.030.0462,"[('camp', 30.7), ('food', 9.9), ('ghetto', 8.0)]"
385,RG-50.030.0463,"[('camp', 14.7), ('family', 13.2), ('school', 7.4)]"
386,RG-50.030.0464,"[('camp', 15.9), ('fear', 10.0), ('family', 8.5)]"
387,RG-50.030.0466,"[('camp', 13.7), ('family', 11.4), ('food', 11.1)]"
388,RG-50.030.0467,"[('family', 13.1), ('camp', 11.9), ('school', 9.2)]"
389,RG-50.030.0469,"[('camp', 26.1), ('food', 12.4), ('family', 8.5)]"
390,RG-50.030.0470,"[('family', 15.0), ('camp', 14.2), ('food', 9.6)]"
391,RG-50.030.0471,"[('camp', 17.1), ('family', 13.0), ('food', 9.8)]"
392,RG-50.030.0472,"[('camp', 17.9), ('family', 11.2), ('food', 7.8)]"
393,RG-50.030.0473,"[('camp', 22.2), ('ghetto', 12.1), ('family', 11.1)]"
394,RG-50.030.0474,"[('camp', 14.0), ('food', 13.5), ('family', 12.9)]"
395,RG-50.030.0475,"[('family', 15.1), ('camp', 10.3), ('food', 9.8)]"
396,RG-50.030.0476,"[('camp', 16.6), ('family', 13.0), ('food', 7.4)]"
397,RG-50.030.0477,"[('camp', 19.8), ('family', 12.3), ('ghetto', 7.9)]"
398,RG-50.030.0478,"[('camp', 24.2), ('food', 10.9), ('ghetto', 8.1)]"
399,RG-50.030.0479,"[('camp', 20.6), ('food', 13.9), ('family', 9.9)]"
400,RG-50.030.0480,"[('camp', 23.9), ('ghetto', 9.4), ('family', 8.4)]"
401,RG-50.030.0481,"[('camp', 17.0), ('fear', 12.1), ('family', 10.1)]"
402,RG-50.030.0482,"[('family', 11.9), ('camp', 11.7), ('fear', 7.7)]"
403,RG-50.030.0483,"[('camp', 13.3), ('family', 9.0), ('fear', 8.0)]"
404,RG-50.030.0484,"[('camp', 17.5), ('food', 11.6), ('family', 8.8)]"
405,RG-50.030.0485,"[('camp', 21.1), ('family', 11.7), ('food', 9.1)]"
406,RG-50.030.0486,"[('camp', 25.4), ('family', 11.7), ('food', 11.0)]"
407,RG-50.030.0487,"[('camp', 17.5), ('food', 11.2), ('family', 9.9)]"
408,RG-50.030.0488,"[('camp', 18.6), ('food', 10.7), ('family', 10.4)]"
409,RG-50.030.0489,"[('camp', 11.1), ('government', 10.1), ('family', 9.8)]"
410,RG-50.030.0490,"[('camp', 23.0), ('family', 10.1), ('ghetto', 8.2)]"
411,RG-50.030.0491,"[('camp', 25.6), ('family', 11.9), ('food', 9.7)]"
412,RG-50.030.0492,"[('camp', 24.0), ('family', 13.1), ('religion', 8.2)]"
413,RG-50.030.0493,"[('camp', 16.2), ('family', 13.3), ('food', 10.3)]"
414,RG-50.030.0494,"[('camp', 24.7), ('family', 10.4), ('ghetto', 9.1)]"
415,RG-50.030.0495,"[('camp', 17.0), ('family', 11.6), ('war', 7.1)]"
416,RG-50.030.0496,"[('camp', 13.5), ('family', 11.0), ('food', 9.9)]"
417,RG-50.030.0498,"[('camp', 24.3), ('food', 12.9), ('family', 10.3)]"
418,RG-50.030.0499,"[('camp', 18.6), ('food', 10.4), ('family', 9.2)]"
419,RG-50.030.0500,"[('camp', 19.3), ('ghetto', 11.2), ('family', 10.7)]"
420,RG-50.030.0501,"[('camp', 26.2), ('ghetto', 10.7), ('food', 9.4)]"
421,RG-50.030.0502,"[('camp', 9.6), ('family', 8.6), ('food', 8.6)]"
422,RG-50.030.0503,"[('camp', 19.0), ('family', 11.6), ('food', 11.6)]"
423,RG-50.030.0504,"[('camp', 21.1), ('food', 11.5), ('ghetto', 11.3)]"
424,RG-50.030.0505,"[('camp', 15.5), ('family', 10.6), ('fear', 7.7)]"
425,RG-50.030.0506,"[('camp', 19.1), ('family', 16.3), ('ghetto', 11.4)]"
426,RG-50.030.0507,"[('camp', 26.6), ('family', 11.5), ('food', 10.8)]"
427,RG-50.030.0508,"[('camp', 19.2), ('family', 13.1), ('ghetto', 11.7)]"
428,RG-50.030.0509,"[('camp', 15.3), ('family', 12.0), ('food', 10.3)]"
429,RG-50.030.0510,"[('family', 17.3), ('school', 10.7), ('camp', 8.5)]"
430,RG-50.030.0511,"[('camp', 18.2), ('family', 11.2), ('food', 10.4)]"
431,RG-50.030.0512,"[('camp', 26.2), ('ghetto', 11.1), ('food', 10.5)]"
432,RG-50.030.0513,"[('camp', 17.5), ('family', 12.2), ('food', 11.1)]"
433,RG-50.030.0514,"[('government', 15.3), ('camp', 14.9), ('ghetto', 10.0)]"
434,RG-50.030.0515,"[('camp', 18.1), ('family', 11.3), ('food', 7.8)]"
435,RG-50.030.0516,"[('camp', 24.1), ('family', 12.9), ('food', 11.2)]"
436,RG-50.030.0518,"[('camp', 25.1), ('family', 15.1), ('food', 10.0)]"
437,RG-50.030.0519,"[('camp', 26.3), ('family', 11.0), ('food', 10.3)]"
438,RG-50.030.0520,"[('family', 15.4), ('camp', 12.4), ('food', 10.8)]"
439,RG-50.030.0522,"[('camp', 22.9), ('family', 10.1), ('ghetto', 9.3)]"
440,RG-50.030.0523,"[('camp', 20.2), ('family', 10.5), ('food', 8.6)]"
441,RG-50.030.0525,"[('camp', 18.6), ('ghetto', 8.2), ('family', 7.5)]"
442,RG-50.030.0526,"[('camp', 14.9), ('food', 12.2), ('family', 10.1)]"
443,RG-50.030.0527,"[('camp', 19.0), ('family', 9.3), ('food', 9.1)]"
444,RG-50.030.0528,"[('camp', 20.0), ('family', 11.7), ('ghetto', 8.5)]"
445,RG-50.030.0529,"[('camp', 19.2), ('food', 18.5), ('family', 10.8)]"
446,RG-50.030.0530,"[('camp', 15.9), ('family', 14.4), ('food', 12.0)]"
447,RG-50.030.0531,"[('camp', 18.9), ('food', 12.7), ('family', 6.8)]"
448,RG-50.030.0533,"[('food', 22.0), ('camp', 8.3), ('hospital', 8.3)]"
449,RG-50.030.0535,"[('camp', 23.7), ('food', 10.8), ('Jewish', 8.6)]"
450,RG-50.030.0536,"[('camp', 19.3), ('food', 14.8), ('ghetto', 10.0)]"
451,RG-50.030.0537,"[('food', 24.0), ('camp', 19.4), ('family', 10.6)]"
452,RG-50.030.0539,"[('camp', 14.3), ('family', 13.3), ('food', 11.4)]"
453,RG-50.030.0541,"[('food', 18.8), ('family', 14.7), ('camp', 14.6)]"
454,RG-50.030.0543,"[('food', 16.8), ('family', 16.0), ('camp', 9.8)]"
455,RG-50.030.0544,"[('camp', 21.4), ('food', 10.1), ('family', 9.9)]"
456,RG-50.030.0546,"[('family', 15.1), ('camp', 12.6), ('food', 10.1)]"
457,RG-50.030.0547,"[('camp', 17.6), ('family', 15.2), ('food', 13.1)]"
458,RG-50.030.0548,"[('family', 16.3), ('food', 13.3), ('camp', 10.3)]"
459,RG-50.030.0549,"[('camp', 18.5), ('food', 16.1), ('family', 14.1)]"
460,RG-50.030.0550,"[('family', 15.1), ('camp', 13.9), ('food', 11.2)]"
461,RG-50.030.0551,"[('food', 19.9), ('camp', 13.8), ('family', 12.4)]"
462,RG-50.030.0552,"[('camp', 18.3), ('food', 16.6), ('family', 14.4)]"
463,RG-50.030.0553,"[('camp', 16.9), ('family', 14.9), ('food', 11.7)]"
464,RG-50.030.0554,"[('food', 17.2), ('family', 13.6), ('camp', 8.5)]"
465,RG-50.030.0555,"[('camp', 18.8), ('food', 17.4), ('family', 11.1)]"
466,RG-50.030.0556,"[('food', 16.1), ('camp', 14.4), ('family', 13.2)]"
467,RG-50.030.0557,"[('camp', 23.7), ('food', 20.1), ('family', 11.3)]"
468,RG-50.030.0559,"[('camp', 17.3), ('family', 14.5), ('food', 12.1)]"
469,RG-50.030.0561,"[('food', 15.0), ('family', 14.7), ('camp', 12.3)]"
470,RG-50.030.0565,"[('camp', 16.2), ('family', 10.7), ('food', 10.6)]"
471,RG-50.030.0566,"[('camp', 23.4), ('food', 13.2), ('family', 13.1)]"
472,RG-50.030.0567,"[('camp', 23.5), ('food', 14.0), ('family', 9.0)]"
473,RG-50.030.0568,"[('food', 17.1), ('camp', 14.4), ('family', 14.1)]"
474,RG-50.030.0569,"[('camp', 18.8), ('family', 14.7), ('food', 13.9)]"
475,RG-50.030.0570,"[('family', 20.5), ('food', 10.1), ('camp', 9.8)]"
476,RG-50.030.0575,"[('food', 19.7), ('camp', 18.6), ('family', 13.4)]"
477,RG-50.030.0578,"[('camp', 16.6), ('food', 12.1), ('family', 7.2)]"
478,RG-50.030.0579,"[('camp', 16.8), ('food', 11.2), ('family', 9.4)]"
479,RG-50.030.0580,"[('food', 20.6), ('camp', 14.1), ('family', 9.9)]"
480,RG-50.030.0581,"[('family', 11.5), ('food', 9.7), ('camp', 9.0)]"
481,RG-50.030.0582,"[('food', 15.3), ('camp', 14.8), ('family', 11.7)]"
482,RG-50.030.0583,"[('camp', 19.6), ('food', 13.4), ('family', 8.2)]"
483,RG-50.030.0584,"[('camp', 20.9), ('family', 13.9), ('food', 13.4)]"
484,RG-50.030.0585,"[('camp', 16.1), ('family', 11.2), ('food', 8.7)]"
485,RG-50.030.0586,"[('food', 19.2), ('camp', 11.9), ('family', 9.7)]"
486,RG-50.030.0587,"[('camp', 19.7), ('family', 12.9), ('food', 12.8)]"
487,RG-50.030.0588,"[('camp', 22.7), ('family', 16.3), ('war', 5.6)]"
488,RG-50.030.0589,"[('food', 15.1), ('camp', 14.0), ('family', 8.9)]"
489,RG-50.030.0590,"[('camp', 25.6), ('food', 12.5), ('family', 11.4)]"
490,RG-50.030.0591,"[('camp', 25.2), ('family', 12.5), ('food', 12.0)]"
491,RG-50.030.0592,"[('camp', 15.4), ('food', 12.4), ('family', 10.1)]"
492,RG-50.030.0593,"[('family', 18.6), ('camp', 14.6), ('school', 9.9)]"
493,RG-50.030.0594,"[('family', 15.0), ('food', 12.5), ('camp', 10.6)]"
494,RG-50.030.0595,"[('food', 13.6), ('family', 12.0), ('camp', 9.9)]"
495,RG-50.030.0596,"[('food', 16.3), ('camp', 16.1), ('family', 14.8)]"
496,RG-50.030.0597,"[('family', 12.8), ('camp', 12.7), ('food', 9.1)]"
497,RG-50.030.0598,"[('family', 12.4), ('camp', 12.0), ('school', 10.0)]"
498,RG-50.030.0599,"[('family', 14.2), ('camp', 12.8), ('war', 9.4)]"
499,RG-50.030.0600,"[('family', 16.4), ('camp', 13.5), ('school', 7.5)]"
500,RG-50.030.0601,"[('family', 18.6), ('camp', 11.7), ('school', 8.6)]"
501,RG-50.030.0602,"[('family', 16.7), ('food', 8.5), ('camp', 8.1)]"
502,RG-50.030.0603,"[('family', 16.8), ('camp', 15.7), ('school', 9.5)]"
503,RG-50.030.0604,"[('family', 18.4), ('camp', 13.2), ('war', 8.2)]"
504,RG-50.030.0605,"[('camp', 20.1), ('family', 16.0), ('food', 6.4)]"
505,RG-50.030.0606,"[('family', 17.2), ('camp', 10.4), ('Jewish', 7.5)]"
506,RG-50.030.0608,"[('camp', 15.9), ('food', 13.4), ('family', 6.8)]"
507,RG-50.030.0616,"[('camp', 28.1), ('family', 17.0), ('food', 8.2)]"
508,RG-50.030.0617,"[('camp', 21.6), ('family', 11.7), ('war', 8.7)]"
509,RG-50.030.0618,"[('camp', 19.6), ('food', 15.5), ('family', 8.8)]"
510,RG-50.030.0619,"[('camp', 30.7), ('family', 8.6), ('food', 6.9)]"
511,RG-50.030.0620,"[('camp', 21.0), ('family', 12.2), ('war', 11.0)]"
512,RG-50.030.0621,"[('camp', 23.1), ('food', 12.0), ('family', 9.2)]"
513,RG-50.030.0626,"[('food', 17.3), ('camp', 16.8), ('family', 7.6)]"
514,RG-50.030.0628,"[('camp', 15.2), ('family', 9.7), ('food', 7.7)]"
515,RG-50.030.0643,"[('camp', 21.6), ('food', 14.4), ('family', 12.3)]"
516,RG-50.030.0651,"[('camp', 15.4), ('government', 12.1), ('family', 10.5)]"
517,RG-50.030.0652,"[('camp', 17.7), ('food', 13.2), ('family', 9.7)]"
518,RG-50.030.0655,"[('family', 13.6), ('camp', 12.6), ('war', 8.4)]"
519,RG-50.030.0657,"[('camp', 22.9), ('food', 15.5), ('family', 7.3)]"
520,RG-50.030.0660,"[('family', 14.2), ('camp', 13.3), ('food', 9.0)]"
521,RG-50.030.0662,"[('camp', 30.0), ('family', 9.8), ('food', 6.7)]"
522,RG-50.030.0663,"[('family', 15.4), ('camp', 12.4), ('food', 6.8)]"
523,RG-50.030.0664,"[('camp', 27.1), ('food', 10.1), ('family', 9.2)]"
524,RG-50.030.0668,"[('hospital', 13.4), ('food', 11.5), ('camp', 11.3)]"
525,RG-50.030.0669,"[('camp', 22.1), ('family', 13.7), ('war', 8.4)]"
526,RG-50.030.0670,"[('camp', 15.9), ('family', 12.7), ('food', 10.3)]"
527,RG-50.030.0671,"[('family', 17.5), ('camp', 16.4), ('food', 6.9)]"
528,RG-50.030.0672,"[('camp', 11.9), ('family', 10.5), ('war', 10.0)]"
529,RG-50.030.0674,"[('camp', 36.5), ('family', 13.3), ('ghetto', 6.0)]"
530,RG-50.030.0676,"[('family', 15.0), ('camp', 9.2), ('war', 8.1)]"
531,RG-50.030.0677,"[('food', 18.4), ('camp', 11.7), ('family', 11.4)]"
532,RG-50.030.0678,"[('camp', 32.5), ('family', 13.6), ('ghetto', 6.5)]"
533,RG-50.030.0684,"[('camp', 20.3), ('food', 17.4), ('family', 8.7)]"
534,RG-50.030.0685,"[('camp', 23.3), ('war', 10.7), ('food', 10.0)]"
535,RG-50.030.0686,"[('camp', 26.7), ('food', 11.1), ('family', 9.9)]"
536,RG-50.030.0687,"[('camp', 22.0), ('food', 10.9), ('war', 8.8)]"
537,RG-50.030.0690,"[('food', 15.9), ('camp', 12.2), ('family', 11.0)]"
538,RG-50.030.0691,"[('camp', 15.9), ('food', 13.6), ('family', 9.9)]"
539,RG-50.030.0692,"[('camp', 22.1), ('family', 8.7), ('food', 6.7)]"
540,RG-50.030.0693,"[('camp', 19.0), ('food', 18.6), ('family', 12.9)]"
541,RG-50.030.0694,"[('camp', 21.7), ('food', 15.3), ('family', 12.0)]"
542,RG-50.030.0695,"[('camp', 25.3), ('food', 13.7), ('family', 8.6)]"
543,RG-50.030.0696,"[('camp', 18.9), ('family', 14.7), ('food', 7.1)]"
544,RG-50.030.0697,"[('camp', 21.6), ('food', 13.0), ('family', 10.3)]"
545,RG-50.030.0698,"[('camp', 20.2), ('food', 16.0), ('family', 9.1)]"
546,RG-50.030.0699,"[('camp', 17.5), ('food', 12.3), ('family', 10.1)]"
547,RG-50.030.0700,"[('camp', 19.9), ('food', 15.8), ('family', 7.9)]"
548,RG-50.030.0701,"[('camp', 30.9), ('food', 12.3), ('family', 10.4)]"
549,RG-50.030.0702,"[('camp', 26.2), ('family', 18.4), ('ghetto', 7.0)]"
550,RG-50.030.0703,"[('camp', 22.5), ('food', 17.9), ('family', 8.1)]"
551,RG-50.030.0706,"[('camp', 20.6), ('food', 14.2), ('family', 10.7)]"
552,RG-50.030.0707,"[('camp', 33.6), ('family', 13.6), ('ghetto', 7.0)]"
553,RG-50.030.0709,"[('food', 17.7), ('camp', 8.8), ('hospital', 7.3)]"
554,RG-50.030.0710,"[('fear', 18.1), ('food', 14.7), ('camp', 10.4)]"
555,RG-50.030.0711,"[('camp', 11.2), ('food', 11.2), ('fear', 7.7)]"
556,RG-50.030.0712,"[('family', 11.9), ('camp', 9.4), ('war', 8.5)]"
557,RG-50.030.0717,"[('camp', 26.1), ('family', 10.9), ('government', 6.5)]"
558,RG-50.030.0720,"[('camp', 30.9), ('family', 11.9), ('ghetto', 8.7)]"
559,RG-50.030.0721,"[('camp', 24.2), ('family', 16.6), ('food', 7.5)]"
560,RG-50.030.0722,"[('camp', 30.7), ('family', 13.5), ('ghetto', 7.9)]"
561,RG-50.030.0723,"[('camp', 24.6), ('food', 18.2), ('family', 7.7)]"
562,RG-50.030.0735,"[('camp', 27.0), ('family', 14.3), ('ghetto', 6.7)]"
563,RG-50.030.0737,"[('camp', 16.8), ('food', 12.8), ('family', 9.2)]"
564,RG-50.030.0745,"[('camp', 19.1), ('family', 9.8), ('war', 8.1)]"
565,RG-50.030.0746,"[('camp', 14.8), ('family', 13.0), ('war', 7.1)]"
566,RG-50.030.0749,"[('camp', 30.2), ('family', 10.0), ('army', 6.8)]"
567,RG-50.030.0750,"[('camp', 21.6), ('food', 12.1), ('family', 8.6)]"
568,RG-50.030.0751,"[('camp', 19.5), ('family', 12.7), ('war', 7.6)]"
569,RG-50.030.0752,"[('camp', 30.6), ('family', 10.6), ('food', 7.6)]"
570,RG-50.030.0753,"[('camp', 17.9), ('food', 16.8), ('war', 7.3)]"
571,RG-50.030.0754,"[('camp', 21.2), ('food', 16.4), ('family', 8.8)]"
572,RG-50.030.0762,"[('camp', 34.2), ('family', 14.3), ('food', 7.0)]"
573,RG-50.030.0769,"[('camp', 14.4), ('family', 10.3), ('food', 9.9)]"
574,RG-50.030.0770,"[('camp', 21.8), ('food', 11.7), ('family', 7.8)]"
575,RG-50.030.0771,"[('camp', 24.4), ('food', 14.5), ('family', 8.1)]"
576,RG-50.030.0772,"[('camp', 19.8), ('food', 13.2), ('family', 8.6)]"
577,RG-50.030.0776,"[('camp', 26.7), ('food', 15.3), ('family', 9.7)]"
578,RG-50.030.0780,"[('camp', 25.6), ('food', 12.5), ('family', 9.5)]"
579,RG-50.030.0781,"[('camp', 24.6), ('food', 16.0), ('family', 11.4)]"
580,RG-50.030.0782,"[('camp', 23.4), ('food', 17.1), ('family', 6.6)]"
581,RG-50.030.0783,"[('camp', 23.3), ('food', 12.3), ('family', 7.3)]"
582,RG-50.030.0784,"[('camp', 22.4), ('food', 12.7), ('family', 9.5)]"
583,RG-50.030.0785,"[('camp', 23.8), ('food', 17.8), ('family', 9.4)]"
584,RG-50.030.0786,"[('camp', 24.2), ('food', 16.7), ('family', 8.5)]"
585,RG-50.030.0788,"[('camp', 18.3), ('food', 15.2), ('family', 10.0)]"
586,RG-50.030.0789,"[('camp', 20.4), ('food', 13.1), ('family', 10.7)]"
587,RG-50.030.0790,"[('camp', 28.1), ('food', 18.7), ('family', 8.4)]"
588,RG-50.030.0791,"[('camp', 22.9), ('food', 22.6), ('family', 8.7)]"
589,RG-50.030.0796,"[('camp', 28.3), ('food', 15.9), ('family', 9.2)]"
590,RG-50.030.0814,"[('camp', 28.7), ('food', 13.7), ('family', 12.1)]"
591,RG-50.030.0819,"[('food', 15.9), ('camp', 15.0), ('family', 10.7)]"
592,RG-50.030.0831,"[('food', 16.5), ('camp', 12.9), ('Jewish', 11.7)]"
593,RG-50.030.0836,"[('camp', 22.8), ('food', 13.8), ('family', 13.2)]"
594,RG-50.030.0841,"[('camp', 25.5), ('food', 12.7), ('family', 10.2)]"
595,RG-50.030.0846,"[('camp', 33.1), ('food', 15.5), ('family', 7.0)]"
596,RG-50.030.0856,"[('camp', 25.8), ('food', 12.8), ('family', 12.2)]"
597,RG-50.030.0858,"[('camp', 30.8), ('food', 11.6), ('family', 9.0)]"
598,RG-50.030.0859,"[('camp', 32.1), ('food', 14.4), ('family', 7.8)]"
599,RG-50.030.0863,"[('camp', 26.7), ('food', 15.6), ('family', 13.0)]"
600,RG-50.030.0870,"[('camp', 12.5), ('food', 12.5), ('family', 11.1)]"
601,RG-50.030.0873,"[('camp', 22.7), ('food', 13.9), ('family', 10.4)]"
602,RG-50.030.0877,"[('camp', 19.7), ('food', 18.2), ('family', 13.0)]"
603,RG-50.030.0878,"[('camp', 23.3), ('food', 16.8), ('family', 12.8)]"
604,RG-50.030.0879,"[('camp', 25.3), ('food', 15.3), ('family', 10.0)]"
605,RG-50.030.0880,"[('camp', 20.5), ('food', 13.9), ('family', 12.7)]"
606,RG-50.030.0882,"[('camp', 30.7), ('family', 12.2), ('food', 12.2)]"
607,RG-50.030.0883,"[('camp', 28.2), ('family', 15.2), ('food', 10.0)]"
608,RG-50.030.0885,"[('camp', 15.6), ('family', 14.7), ('food', 10.1)]"
609,RG-50.030.0886,"[('camp', 17.3), ('family', 13.4), ('food', 8.8)]"
610,RG-50.030.0887,"[('camp', 36.6), ('food', 13.1), ('family', 8.1)]"
611,RG-50.030.0888,"[('camp', 32.1), ('food', 14.5), ('family', 10.0)]"
612,RG-50.030.0894,"[('camp', 26.9), ('food', 12.3), ('family', 10.5)]"
613,RG-50.030.0895,"[('food', 14.9), ('family', 14.1), ('camp', 12.1)]"
614,RG-50.030.0902,"[('family', 16.6), ('camp', 16.5), ('food', 12.0)]"
615,RG-50.030.0922,"[('camp', 18.7), ('family', 13.2), ('food', 11.6)]"
616,RG-50.030.0923,"[('camp', 20.7), ('food', 16.8), ('family', 9.2)]"
617,RG-50.030.0927,"[('camp', 25.1), ('food', 14.4), ('family', 11.8)]"
618,RG-50.030.0942,"[('camp', 16.4), ('food', 14.6), ('family', 13.0)]"
619,RG-50.030.0977,"[('camp', 27.5), ('food', 16.1), ('family', 7.7)]"
620,RG-50.042.0001,"[('camp', 19.6), ('family', 11.1), ('food', 9.8)]"
621,RG-50.042.0002,"[('family', 14.1), ('camp', 8.2), ('hospital', 6.9)]"
622,RG-50.042.0003,"[('camp', 15.5), ('family', 12.5), ('food', 6.6)]"
623,RG-50.042.0004,"[('camp', 13.3), ('food', 11.3), ('family', 10.4)]"
624,RG-50.042.0005,"[('camp', 17.3), ('family', 11.1), ('fear', 7.0)]"
625,RG-50.042.0006,"[('camp', 10.0), ('family', 10.0), ('government', 8.8)]"
626,RG-50.042.0007,"[('family', 14.4), ('camp', 13.8), ('food', 8.9)]"
627,RG-50.042.0008,"[('camp', 12.0), ('family', 11.2), ('government', 7.1)]"
