,rn_numbers,top_labels
117,RG-50.030.0129,"{'camp': 18.5, 'fear': 10.0, 'family': 6.1, 'prisoners': 6.1, 'food': 4.8, 'religion': 4.8, 'army': 4.8, 'ghetto': 4.2, 'government': 4.2, 'school': 3.9, 'war': 3.9, 'survive': 3.3, 'hospital': 2.7, 'aid': 2.7, 'hunger': 2.4, 'Jewish': 2.4, 'work': 2.4, 'sick': 2.1, 'american': 2.1, 'shooting': 1.5, 'buildings': 1.5, 'hiding': 0.9, 'kill': 0.9, 'synagogue': 0.9, 'Nazi': 0.6, 'police': 0.6, 'polish': 0.6, 'russian': 0.6, 'relocation': 0.0}"
118,RG-50.030.0130,"{'camp': 12.6, 'family': 9.9, 'food': 9.7, 'work': 5.7, 'Jewish': 5.5, 'hospital': 5.2, 'war': 5.1, 'ghetto': 5.0, 'army': 4.1, 'fear': 3.8, 'survive': 3.2, 'shooting': 3.1, 'hunger': 2.9, 'relocation': 2.9, 'religion': 2.6, 'school': 2.2, 'prisoners': 2.1, 'government': 2.0, 'sick': 2.0, 'buildings': 2.0, 'kill': 1.8, 'hiding': 1.5, 'aid': 1.3, 'police': 1.1, 'synagogue': 1.1, 'polish': 0.7, 'Nazi': 0.4, 'american': 0.4, 'russian': 0.3}"
119,RG-50.030.0131,"{'food': 13.4, 'camp': 11.9, 'family': 10.5, 'war': 6.3, 'work': 6.3, 'fear': 5.4, 'survive': 4.4, 'hunger': 4.1, 'Jewish': 3.4, 'ghetto': 3.2, 'religion': 2.9, 'government': 2.7, 'prisoners': 2.7, 'school': 2.7, 'aid': 2.7, 'army': 2.4, 'kill': 2.2, 'polish': 2.2, 'hospital': 1.7, 'russian': 1.7, 'shooting': 1.5, 'synagogue': 1.2, 'buildings': 1.2, 'relocation': 1.0, 'Nazi': 0.7, 'sick': 0.7, 'hiding': 0.5, 'police': 0.2, 'american': 0.2}"
120,RG-50.030.0132,"{'camp': 10.2, 'food': 8.8, 'family': 7.6, 'Jewish': 5.2, 'war': 4.7, 'fear': 4.6, 'ghetto': 4.5, 'religion': 4.4, 'hospital': 4.2, 'work': 4.1, 'shooting': 4.0, 'army': 4.0, 'buildings': 3.6, 'survive': 3.4, 'hunger': 2.6, 'prisoners': 2.6, 'relocation': 2.6, 'school': 2.5, 'police': 2.4, 'government': 2.3, 'aid': 2.2, 'synagogue': 1.9, 'kill': 1.5, 'sick': 1.5, 'hiding': 1.3, 'russian': 1.0, 'Nazi': 0.8, 'polish': 0.7, 'american': 0.7}"
121,RG-50.030.0133,"{'family': 15.5, 'camp': 10.8, 'food': 9.8, 'school': 7.9, 'Jewish': 5.5, 'hospital': 5.0, 'war': 4.6, 'government': 4.2, 'fear': 3.8, 'religion': 3.7, 'ghetto': 2.7, 'work': 2.7, 'aid': 2.7, 'hunger': 2.3, 'survive': 2.2, 'army': 2.2, 'buildings': 2.2, 'Nazi': 1.9, 'shooting': 1.8, 'hiding': 1.7, 'police': 1.5, 'relocation': 1.3, 'sick': 1.1, 'synagogue': 1.0, 'prisoners': 0.9, 'american': 0.6, 'kill': 0.5, 'russian': 0.3, 'polish': 0.0}"
122,RG-50.030.0134,"{'camp': 13.5, 'family': 10.2, 'food': 8.9, 'school': 7.7, 'war': 6.7, 'government': 5.4, 'Jewish': 5.4, 'hospital': 5.3, 'ghetto': 3.4, 'aid': 3.1, 'army': 2.8, 'religion': 2.7, 'hunger': 2.4, 'Nazi': 2.4, 'work': 2.1, 'hiding': 2.0, 'relocation': 1.8, 'survive': 1.7, 'buildings': 1.7, 'fear': 1.6, 'synagogue': 1.6, 'american': 1.6, 'police': 1.3, 'prisoners': 1.1, 'shooting': 0.9, 'kill': 0.7, 'polish': 0.7, 'russian': 0.7, 'sick': 0.6}"
123,RG-50.030.0135,"{'family': 11.9, 'camp': 8.1, 'food': 7.2, 'Jewish': 7.0, 'army': 6.4, 'war': 5.6, 'hospital': 5.2, 'school': 4.2, 'government': 4.0, 'work': 3.8, 'fear': 3.4, 'religion': 3.2, 'survive': 2.7, 'buildings': 2.6, 'ghetto': 2.5, 'aid': 2.3, 'prisoners': 2.2, 'hunger': 2.0, 'relocation': 2.0, 'american': 2.0, 'sick': 1.8, 'synagogue': 1.7, 'Nazi': 1.5, 'kill': 1.4, 'shooting': 1.3, 'hiding': 1.2, 'russian': 1.0, 'police': 0.9, 'polish': 0.9}"
124,RG-50.030.0136,"{'family': 16.2, 'camp': 9.6, 'school': 7.5, 'war': 6.1, 'work': 5.4, 'government': 5.0, 'food': 4.9, 'Jewish': 4.6, 'hospital': 4.1, 'survive': 3.9, 'fear': 3.8, 'ghetto': 3.2, 'religion': 2.8, 'hunger': 2.7, 'Nazi': 2.5, 'army': 2.5, 'buildings': 2.2, 'aid': 1.7, 'hiding': 1.5, 'synagogue': 1.5, 'prisoners': 1.4, 'police': 1.3, 'relocation': 1.2, 'shooting': 1.0, 'sick': 0.8, 'american': 0.7, 'polish': 0.6, 'russian': 0.6, 'kill': 0.5}"
125,RG-50.030.0137,"{'family': 13.1, 'camp': 11.1, 'war': 8.0, 'Jewish': 6.3, 'hospital': 5.4, 'government': 4.6, 'religion': 4.6, 'food': 4.3, 'fear': 4.0, 'shooting': 3.7, 'school': 3.4, 'relocation': 3.1, 'survive': 3.1, 'ghetto': 2.9, 'prisoners': 2.9, 'polish': 2.3, 'army': 2.3, 'buildings': 2.3, 'hunger': 2.0, 'russian': 2.0, 'work': 2.0, 'hiding': 1.7, 'synagogue': 1.1, 'police': 0.9, 'aid': 0.9, 'kill': 0.6, 'Nazi': 0.6, 'sick': 0.6, 'american': 0.3}"
126,RG-50.030.0138,"{'camp': 8.6, 'family': 8.5, 'food': 7.3, 'fear': 6.6, 'hospital': 5.7, 'ghetto': 5.4, 'school': 5.1, 'religion': 4.7, 'shooting': 4.7, 'war': 4.5, 'Jewish': 4.2, 'survive': 3.6, 'government': 3.5, 'relocation': 3.4, 'army': 2.6, 'work': 2.5, 'polish': 2.3, 'aid': 2.3, 'kill': 2.0, 'hunger': 1.9, 'synagogue': 1.9, 'sick': 1.8, 'hiding': 1.6, 'buildings': 1.3, 'police': 1.2, 'Nazi': 0.9, 'russian': 0.9, 'prisoners': 0.7, 'american': 0.3}"
127,RG-50.030.0139,"{'camp': 17.2, 'family': 10.0, 'food': 7.1, 'ghetto': 5.5, 'war': 5.5, 'school': 4.9, 'fear': 4.2, 'religion': 4.1, 'hunger': 3.3, 'Jewish': 3.3, 'survive': 3.3, 'work': 3.2, 'government': 2.9, 'shooting': 2.9, 'prisoners': 2.8, 'buildings': 2.6, 'army': 2.1, 'relocation': 1.9, 'hospital': 1.8, 'Nazi': 1.8, 'synagogue': 1.8, 'hiding': 1.7, 'aid': 1.5, 'kill': 1.4, 'police': 0.9, 'russian': 0.7, 'sick': 0.7, 'american': 0.4, 'polish': 0.3}"
128,RG-50.030.0140,"{'camp': 9.6, 'fear': 8.7, 'food': 8.4, 'family': 7.4, 'Jewish': 6.0, 'war': 4.6, 'hunger': 4.3, 'work': 4.2, 'hospital': 3.8, 'prisoners': 3.6, 'sick': 3.6, 'ghetto': 3.1, 'relocation': 3.1, 'school': 2.9, 'shooting': 2.9, 'army': 2.7, 'buildings': 2.7, 'government': 2.3, 'religion': 2.3, 'aid': 2.2, 'survive': 2.0, 'police': 1.7, 'hiding': 1.4, 'Nazi': 1.3, 'russian': 1.3, 'american': 1.3, 'synagogue': 1.1, 'kill': 0.9, 'polish': 0.6}"
129,RG-50.030.0141,"{'camp': 14.7, 'food': 11.0, 'family': 7.9, 'ghetto': 6.8, 'war': 4.9, 'hospital': 4.6, 'fear': 4.5, 'government': 3.5, 'relocation': 3.5, 'work': 3.5, 'hunger': 3.4, 'shooting': 3.1, 'Jewish': 2.8, 'survive': 2.8, 'buildings': 2.8, 'religion': 2.2, 'kill': 2.1, 'army': 2.1, 'school': 1.9, 'aid': 1.9, 'prisoners': 1.7, 'hiding': 1.6, 'synagogue': 1.4, 'sick': 1.2, 'police': 1.1, 'Nazi': 0.9, 'russian': 0.8, 'polish': 0.7, 'american': 0.5}"
130,RG-50.030.0142,"{'camp': 16.3, 'food': 8.3, 'family': 8.2, 'fear': 7.7, 'government': 7.2, 'school': 6.2, 'war': 5.5, 'hospital': 4.8, 'army': 4.2, 'relocation': 4.1, 'Jewish': 3.7, 'Nazi': 2.8, 'ghetto': 2.6, 'religion': 1.8, 'shooting': 1.7, 'aid': 1.7, 'hunger': 1.6, 'survive': 1.6, 'kill': 1.4, 'russian': 1.4, 'hiding': 1.2, 'work': 1.1, 'polish': 0.9, 'sick': 0.9, 'synagogue': 0.9, 'buildings': 0.8, 'prisoners': 0.6, 'american': 0.4, 'police': 0.3}"
131,RG-50.030.0143,"{'government': 15.7, 'family': 11.3, 'camp': 8.8, 'war': 6.7, 'hospital': 4.5, 'school': 4.3, 'Jewish': 4.2, 'army': 3.8, 'Nazi': 3.7, 'fear': 3.5, 'american': 3.5, 'work': 3.0, 'food': 2.7, 'religion': 2.7, 'kill': 2.3, 'aid': 2.3, 'ghetto': 2.0, 'prisoners': 2.0, 'hunger': 1.8, 'relocation': 1.8, 'survive': 1.8, 'buildings': 1.8, 'polish': 1.2, 'synagogue': 1.0, 'police': 0.8, 'shooting': 0.8, 'sick': 0.8, 'hiding': 0.7, 'russian': 0.3}"
132,RG-50.030.0144,"{'camp': 18.8, 'survive': 11.9, 'war': 9.2, 'family': 7.3, 'food': 5.5, 'government': 4.1, 'school': 4.1, 'ghetto': 3.7, 'Jewish': 3.2, 'prisoners': 3.2, 'fear': 2.8, 'religion': 2.8, 'work': 2.8, 'relocation': 2.3, 'sick': 2.3, 'shooting': 1.8, 'aid': 1.8, 'american': 1.8, 'army': 1.8, 'hospital': 1.4, 'police': 1.4, 'polish': 1.4, 'buildings': 1.4, 'hiding': 0.9, 'Nazi': 0.9, 'hunger': 0.5, 'kill': 0.5, 'russian': 0.5, 'synagogue': 0.0}"
133,RG-50.030.0145,"{'camp': 10.0, 'food': 6.9, 'war': 6.8, 'family': 6.1, 'fear': 5.5, 'survive': 5.3, 'work': 5.2, 'hospital': 4.5, 'Jewish': 4.5, 'relocation': 3.8, 'ghetto': 3.6, 'army': 3.4, 'kill': 3.2, 'religion': 3.1, 'shooting': 3.1, 'prisoners': 3.0, 'aid': 3.0, 'buildings': 3.0, 'hunger': 2.5, 'school': 2.0, 'sick': 1.9, 'police': 1.7, 'russian': 1.6, 'hiding': 1.5, 'government': 1.3, 'polish': 1.3, 'synagogue': 1.0, 'Nazi': 0.9, 'american': 0.2}"
134,RG-50.030.0146,"{'family': 12.9, 'food': 8.5, 'camp': 8.1, 'fear': 6.8, 'war': 6.2, 'work': 6.0, 'hospital': 5.5, 'survive': 4.7, 'Jewish': 4.1, 'hunger': 3.3, 'buildings': 3.3, 'hiding': 3.1, 'ghetto': 2.6, 'shooting': 2.6, 'school': 2.5, 'aid': 2.5, 'government': 2.4, 'prisoners': 2.0, 'religion': 2.0, 'sick': 2.0, 'army': 1.6, 'kill': 1.3, 'Nazi': 1.1, 'police': 1.1, 'russian': 1.1, 'synagogue': 0.8, 'relocation': 0.7, 'polish': 0.6, 'american': 0.5}"
135,RG-50.030.0147,"{'family': 14.1, 'camp': 12.5, 'school': 8.6, 'food': 6.1, 'government': 5.8, 'war': 5.2, 'religion': 4.8, 'fear': 3.5, 'army': 3.5, 'survive': 3.3, 'Jewish': 3.1, 'hospital': 3.0, 'work': 3.0, 'hunger': 2.5, 'Nazi': 2.1, 'prisoners': 2.1, 'relocation': 1.9, 'ghetto': 1.8, 'buildings': 1.6, 'shooting': 1.5, 'synagogue': 1.5, 'american': 1.5, 'polish': 1.3, 'sick': 1.3, 'police': 0.9, 'hiding': 0.8, 'kill': 0.8, 'russian': 0.8, 'aid': 0.8}"
136,RG-50.030.0148,"{'camp': 12.8, 'family': 12.2, 'war': 6.3, 'government': 5.3, 'religion': 5.1, 'Jewish': 5.0, 'army': 5.0, 'food': 4.6, 'hospital': 4.5, 'school': 4.4, 'fear': 3.9, 'ghetto': 3.6, 'buildings': 3.2, 'synagogue': 2.7, 'survive': 2.5, 'hunger': 2.1, 'work': 2.1, 'relocation': 2.0, 'Nazi': 1.9, 'hiding': 1.8, 'police': 1.8, 'prisoners': 1.4, 'shooting': 1.2, 'sick': 1.2, 'kill': 0.9, 'russian': 0.8, 'aid': 0.8, 'polish': 0.7, 'american': 0.2}"
137,RG-50.030.0149,"{'camp': 10.7, 'family': 10.6, 'war': 7.8, 'hospital': 6.3, 'food': 5.7, 'government': 5.4, 'Jewish': 4.8, 'fear': 4.6, 'work': 4.4, 'army': 4.3, 'survive': 3.7, 'buildings': 3.7, 'school': 3.4, 'prisoners': 3.3, 'ghetto': 3.1, 'religion': 2.8, 'aid': 2.6, 'synagogue': 2.1, 'sick': 1.5, 'american': 1.5, 'hunger': 1.4, 'shooting': 1.2, 'Nazi': 1.1, 'relocation': 1.1, 'police': 1.0, 'kill': 0.7, 'russian': 0.6, 'polish': 0.4, 'hiding': 0.2}"
138,RG-50.030.0150,"{'camp': 12.7, 'family': 8.6, 'food': 7.3, 'relocation': 5.9, 'fear': 5.3, 'work': 5.3, 'Jewish': 5.2, 'ghetto': 4.7, 'school': 4.5, 'hospital': 4.1, 'war': 4.1, 'survive': 3.9, 'shooting': 3.1, 'sick': 2.5, 'religion': 2.1, 'government': 2.0, 'hiding': 2.0, 'Nazi': 1.9, 'prisoners': 1.9, 'russian': 1.8, 'aid': 1.8, 'army': 1.7, 'kill': 1.5, 'buildings': 1.5, 'hunger': 1.4, 'police': 1.3, 'synagogue': 1.0, 'polish': 0.9, 'american': 0.2}"
139,RG-50.030.0151,"{'family': 10.0, 'camp': 10.0, 'war': 8.7, 'Jewish': 8.5, 'food': 5.9, 'fear': 4.8, 'government': 4.7, 'school': 4.3, 'ghetto': 3.9, 'work': 3.2, 'army': 2.7, 'religion': 2.6, 'prisoners': 2.5, 'survive': 2.5, 'hunger': 2.4, 'aid': 2.1, 'Nazi': 2.0, 'american': 2.0, 'police': 1.9, 'polish': 1.9, 'hospital': 1.8, 'kill': 1.8, 'russian': 1.8, 'shooting': 1.7, 'synagogue': 1.6, 'hiding': 1.5, 'relocation': 1.3, 'buildings': 1.3, 'sick': 0.4}"
140,RG-50.030.0152,"{'family': 10.3, 'camp': 8.4, 'fear': 5.8, 'relocation': 5.6, 'food': 5.5, 'Jewish': 5.4, 'religion': 4.6, 'war': 4.5, 'work': 4.3, 'ghetto': 4.2, 'survive': 3.9, 'school': 3.8, 'hiding': 3.3, 'hospital': 3.3, 'hunger': 3.1, 'buildings': 3.0, 'government': 2.9, 'army': 2.7, 'aid': 2.6, 'prisoners': 2.0, 'shooting': 2.0, 'police': 1.7, 'Nazi': 1.3, 'kill': 1.2, 'polish': 1.2, 'sick': 1.2, 'synagogue': 1.2, 'russian': 0.8, 'american': 0.5}"
141,RG-50.030.0154,"{'camp': 15.3, 'family': 9.9, 'fear': 6.9, 'ghetto': 6.1, 'government': 6.0, 'war': 6.0, 'food': 5.3, 'Jewish': 5.2, 'school': 4.9, 'survive': 4.3, 'work': 3.3, 'religion': 3.2, 'hospital': 2.9, 'hunger': 2.8, 'army': 2.3, 'hiding': 2.0, 'shooting': 1.9, 'synagogue': 1.9, 'Nazi': 1.6, 'buildings': 1.3, 'relocation': 1.2, 'aid': 1.2, 'police': 1.1, 'kill': 0.8, 'sick': 0.7, 'prisoners': 0.5, 'russian': 0.5, 'polish': 0.4, 'american': 0.4}"
142,RG-50.030.0155,"{'camp': 12.9, 'family': 9.3, 'government': 7.8, 'army': 5.9, 'food': 5.8, 'hospital': 5.3, 'war': 5.2, 'ghetto': 4.7, 'religion': 4.4, 'fear': 4.0, 'work': 3.8, 'Jewish': 3.4, 'aid': 3.1, 'Nazi': 2.6, 'school': 2.6, 'survive': 2.6, 'buildings': 2.4, 'police': 2.3, 'synagogue': 2.1, 'prisoners': 1.9, 'hiding': 1.3, 'hunger': 1.1, 'relocation': 1.0, 'kill': 0.9, 'russian': 0.9, 'shooting': 0.9, 'polish': 0.8, 'american': 0.7, 'sick': 0.5}"
143,RG-50.030.0156,"{'family': 10.6, 'government': 9.2, 'food': 7.4, 'camp': 7.2, 'war': 6.4, 'Jewish': 5.6, 'school': 5.4, 'hospital': 4.2, 'fear': 3.6, 'religion': 3.5, 'work': 3.5, 'army': 3.3, 'buildings': 3.1, 'aid': 2.6, 'hunger': 2.5, 'relocation': 2.4, 'shooting': 2.4, 'police': 2.2, 'ghetto': 2.1, 'Nazi': 2.1, 'synagogue': 2.1, 'kill': 1.9, 'survive': 1.8, 'prisoners': 1.4, 'sick': 1.0, 'hiding': 0.8, 'russian': 0.8, 'american': 0.8, 'polish': 0.1}"
144,RG-50.030.0157,"{'food': 11.3, 'family': 10.2, 'camp': 10.0, 'fear': 9.5, 'survive': 6.1, 'war': 5.4, 'Jewish': 5.0, 'ghetto': 4.3, 'religion': 3.9, 'school': 3.9, 'army': 3.9, 'shooting': 3.5, 'hospital': 3.0, 'work': 3.0, 'government': 2.6, 'sick': 2.4, 'hiding': 2.2, 'relocation': 1.7, 'police': 1.3, 'russian': 1.3, 'aid': 1.3, 'polish': 0.7, 'synagogue': 0.7, 'buildings': 0.7, 'hunger': 0.4, 'kill': 0.4, 'Nazi': 0.4, 'prisoners': 0.4, 'american': 0.4}"
145,RG-50.030.0158,"{'family': 15.7, 'camp': 13.4, 'school': 11.8, 'survive': 5.6, 'government': 4.6, 'ghetto': 4.2, 'war': 4.2, 'work': 4.2, 'religion': 3.9, 'fear': 3.3, 'Jewish': 3.3, 'food': 2.9, 'army': 2.9, 'hospital': 2.0, 'buildings': 2.0, 'relocation': 1.6, 'aid': 1.6, 'hiding': 1.3, 'hunger': 1.3, 'polish': 1.3, 'prisoners': 1.3, 'shooting': 1.3, 'Nazi': 1.0, 'police': 1.0, 'russian': 1.0, 'sick': 1.0, 'synagogue': 1.0, 'american': 1.0, 'kill': 0.3}"
146,RG-50.030.0159,"{'camp': 11.1, 'family': 8.4, 'Jewish': 8.2, 'food': 7.5, 'fear': 7.2, 'government': 4.3, 'war': 4.3, 'ghetto': 4.1, 'army': 4.1, 'police': 3.9, 'work': 3.9, 'religion': 3.8, 'kill': 3.7, 'hospital': 3.1, 'school': 2.8, 'survive': 2.6, 'relocation': 2.5, 'hunger': 2.1, 'russian': 1.9, 'aid': 1.6, 'shooting': 1.5, 'prisoners': 1.3, 'Nazi': 1.2, 'polish': 1.2, 'buildings': 1.2, 'hiding': 0.9, 'synagogue': 0.9, 'sick': 0.6, 'american': 0.2}"
147,RG-50.030.0161,"{'camp': 11.7, 'family': 8.7, 'war': 7.6, 'food': 7.1, 'Jewish': 5.6, 'prisoners': 5.2, 'fear': 4.7, 'hospital': 4.5, 'government': 4.2, 'school': 3.9, 'survive': 3.5, 'army': 3.5, 'buildings': 3.1, 'Nazi': 2.7, 'shooting': 2.7, 'ghetto': 2.3, 'hunger': 2.3, 'sick': 2.1, 'religion': 1.8, 'aid': 1.8, 'relocation': 1.7, 'police': 1.5, 'work': 1.5, 'polish': 1.3, 'hiding': 1.2, 'kill': 1.2, 'russian': 1.1, 'synagogue': 0.7, 'american': 0.7}"
148,RG-50.030.0162,"{'camp': 15.9, 'family': 11.2, 'war': 7.8, 'army': 7.8, 'government': 7.4, 'food': 6.6, 'hospital': 6.2, 'fear': 3.9, 'school': 3.9, 'shooting': 3.5, 'prisoners': 2.7, 'work': 2.7, 'sick': 2.3, 'survive': 2.3, 'Jewish': 1.9, 'Nazi': 1.9, 'hiding': 1.6, 'american': 1.6, 'ghetto': 1.2, 'hunger': 1.2, 'police': 1.2, 'religion': 1.2, 'relocation': 1.2, 'buildings': 1.2, 'polish': 0.8, 'russian': 0.4, 'synagogue': 0.4, 'aid': 0.4, 'kill': 0.0}"
149,RG-50.030.0163,"{'family': 14.2, 'camp': 8.8, 'Jewish': 7.8, 'fear': 7.5, 'religion': 6.5, 'food': 6.2, 'war': 5.8, 'hospital': 5.1, 'work': 3.6, 'school': 3.3, 'army': 3.3, 'government': 2.8, 'Nazi': 2.8, 'synagogue': 2.5, 'police': 2.4, 'ghetto': 2.3, 'survive': 2.2, 'aid': 2.1, 'hunger': 1.8, 'buildings': 1.3, 'hiding': 1.2, 'prisoners': 1.1, 'american': 1.0, 'polish': 0.8, 'relocation': 0.8, 'shooting': 0.8, 'kill': 0.6, 'russian': 0.6, 'sick': 0.6}"
150,RG-50.030.0164,"{'camp': 12.6, 'family': 9.8, 'food': 8.9, 'government': 5.0, 'war': 4.6, 'army': 4.5, 'fear': 4.3, 'Jewish': 3.9, 'prisoners': 3.5, 'survive': 3.5, 'work': 3.5, 'hospital': 3.3, 'buildings': 3.3, 'school': 3.2, 'ghetto': 3.1, 'relocation': 3.0, 'hunger': 2.9, 'religion': 2.9, 'aid': 2.1, 'police': 1.8, 'shooting': 1.8, 'kill': 1.3, 'Nazi': 1.3, 'hiding': 1.2, 'russian': 1.2, 'polish': 0.9, 'american': 0.9, 'sick': 0.8, 'synagogue': 0.8}"
151,RG-50.030.0165,"{'food': 14.4, 'family': 11.7, 'camp': 11.4, 'hunger': 4.4, 'shooting': 4.4, 'hospital': 4.2, 'war': 3.9, 'work': 3.6, 'army': 3.6, 'fear': 3.3, 'Jewish': 3.3, 'buildings': 3.3, 'religion': 3.1, 'school': 3.1, 'ghetto': 2.5, 'kill': 2.2, 'sick': 2.2, 'survive': 2.2, 'government': 1.9, 'hiding': 1.9, 'aid': 1.9, 'prisoners': 1.7, 'american': 1.4, 'Nazi': 1.1, 'russian': 1.1, 'police': 0.8, 'relocation': 0.8, 'synagogue': 0.3, 'polish': 0.0}"
152,RG-50.030.0166,"{'camp': 13.5, 'family': 9.4, 'food': 7.2, 'work': 6.5, 'Jewish': 5.4, 'war': 5.4, 'ghetto': 4.7, 'religion': 4.3, 'fear': 4.2, 'hospital': 4.0, 'survive': 3.9, 'kill': 3.5, 'hunger': 2.7, 'relocation': 2.6, 'school': 2.5, 'shooting': 2.5, 'buildings': 2.5, 'army': 2.2, 'government': 1.9, 'aid': 1.9, 'police': 1.8, 'prisoners': 1.6, 'sick': 1.2, 'hiding': 1.1, 'polish': 0.9, 'synagogue': 0.9, 'Nazi': 0.8, 'russian': 0.7, 'american': 0.3}"
153,RG-50.030.0167,"{'government': 12.5, 'camp': 10.2, 'family': 8.5, 'religion': 6.9, 'fear': 6.0, 'food': 5.6, 'army': 5.6, 'Jewish': 5.0, 'school': 5.0, 'war': 4.6, 'ghetto': 3.7, 'shooting': 3.1, 'work': 2.5, 'survive': 2.3, 'aid': 1.9, 'hiding': 1.7, 'hospital': 1.7, 'hunger': 1.5, 'american': 1.5, 'Nazi': 1.4, 'relocation': 1.4, 'sick': 1.4, 'synagogue': 1.4, 'buildings': 1.4, 'prisoners': 1.2, 'kill': 0.8, 'police': 0.4, 'polish': 0.4, 'russian': 0.4}"
154,RG-50.030.0168,"{'food': 14.6, 'family': 13.0, 'camp': 9.3, 'work': 5.6, 'war': 5.0, 'fear': 4.4, 'Jewish': 4.4, 'ghetto': 3.8, 'survive': 3.8, 'synagogue': 3.7, 'hospital': 3.4, 'government': 3.1, 'shooting': 3.1, 'school': 2.7, 'religion': 2.2, 'army': 2.2, 'buildings': 2.2, 'hiding': 2.1, 'kill': 2.1, 'relocation': 1.9, 'aid': 1.3, 'hunger': 1.2, 'Nazi': 1.2, 'sick': 1.0, 'police': 0.7, 'russian': 0.7, 'polish': 0.6, 'prisoners': 0.6, 'american': 0.1}"
155,RG-50.030.0169,"{'Jewish': 11.1, 'american': 9.5, 'government': 8.4, 'camp': 8.1, 'army': 7.8, 'family': 7.7, 'war': 6.8, 'school': 3.8, 'Nazi': 3.3, 'hospital': 3.2, 'religion': 3.0, 'fear': 2.7, 'prisoners': 2.7, 'aid': 2.6, 'hiding': 2.3, 'food': 2.2, 'buildings': 1.9, 'survive': 1.8, 'synagogue': 1.8, 'work': 1.6, 'ghetto': 1.4, 'shooting': 1.4, 'hunger': 0.8, 'kill': 0.8, 'police': 0.8, 'polish': 0.8, 'relocation': 0.8, 'russian': 0.8, 'sick': 0.0}"
156,RG-50.030.0170,"{'family': 11.7, 'government': 9.4, 'camp': 8.3, 'food': 6.0, 'Jewish': 6.0, 'war': 5.8, 'fear': 5.1, 'school': 4.8, 'buildings': 3.6, 'american': 3.1, 'army': 3.1, 'hunger': 2.8, 'work': 2.8, 'hospital': 2.6, 'survive': 2.5, 'prisoners': 2.4, 'religion': 2.4, 'relocation': 2.4, 'shooting': 2.3, 'aid': 2.3, 'Nazi': 2.1, 'ghetto': 1.9, 'synagogue': 1.4, 'hiding': 1.0, 'kill': 1.0, 'sick': 1.0, 'police': 0.9, 'russian': 0.7, 'polish': 0.6}"
157,RG-50.030.0171,"{'camp': 12.3, 'family': 9.0, 'fear': 8.0, 'religion': 6.6, 'food': 6.4, 'work': 5.4, 'hunger': 5.2, 'Jewish': 4.5, 'hospital': 4.3, 'government': 3.7, 'war': 3.4, 'shooting': 2.9, 'school': 2.7, 'kill': 2.6, 'survive': 2.6, 'army': 2.5, 'prisoners': 2.3, 'buildings': 2.2, 'aid': 2.1, 'ghetto': 1.9, 'relocation': 1.8, 'police': 1.7, 'synagogue': 1.4, 'Nazi': 1.1, 'hiding': 1.0, 'american': 0.9, 'russian': 0.6, 'polish': 0.5, 'sick': 0.5}"
158,RG-50.030.0172,"{'camp': 17.2, 'family': 10.6, 'fear': 8.2, 'food': 7.5, 'religion': 7.5, 'work': 6.3, 'ghetto': 4.1, 'hospital': 3.8, 'buildings': 3.4, 'aid': 3.2, 'war': 3.0, 'Jewish': 2.9, 'survive': 2.5, 'synagogue': 2.3, 'army': 2.3, 'government': 2.1, 'prisoners': 2.1, 'relocation': 1.8, 'hunger': 1.4, 'sick': 1.4, 'hiding': 1.3, 'school': 1.3, 'kill': 1.1, 'Nazi': 1.1, 'shooting': 0.5, 'police': 0.4, 'polish': 0.4, 'russian': 0.4, 'american': 0.0}"
159,RG-50.030.0174,"{'family': 13.7, 'camp': 13.4, 'war': 7.1, 'food': 6.4, 'Jewish': 6.3, 'government': 5.6, 'fear': 5.2, 'relocation': 3.4, 'hospital': 3.3, 'survive': 3.0, 'work': 2.9, 'army': 2.9, 'school': 2.7, 'ghetto': 2.5, 'religion': 2.5, 'prisoners': 2.2, 'kill': 2.1, 'hunger': 1.9, 'aid': 1.8, 'Nazi': 1.6, 'shooting': 1.6, 'buildings': 1.4, 'hiding': 1.2, 'synagogue': 1.2, 'police': 1.1, 'russian': 1.1, 'sick': 0.8, 'polish': 0.7, 'american': 0.4}"
160,RG-50.030.0175,"{'camp': 11.2, 'family': 10.3, 'food': 8.8, 'fear': 8.7, 'school': 7.6, 'Jewish': 4.9, 'survive': 4.6, 'buildings': 4.4, 'work': 3.5, 'war': 3.4, 'hospital': 3.2, 'religion': 3.1, 'ghetto': 2.7, 'hunger': 2.7, 'hiding': 2.5, 'government': 2.4, 'synagogue': 2.2, 'army': 2.2, 'shooting': 2.0, 'aid': 1.7, 'prisoners': 1.3, 'sick': 1.1, 'kill': 1.0, 'Nazi': 1.0, 'police': 1.0, 'relocation': 1.0, 'russian': 0.7, 'american': 0.6, 'polish': 0.3}"
